# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-07-09 17:37:40 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01059000 Androscoggin River near Auburn, Maine
# -----------------------------------------------------------------------------------
#
# Data provided for site 01059000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	01059000	2000-05-15	31600	A
USGS	01059000	2000-05-16	25900	A
USGS	01059000	2000-05-17	21100	A
USGS	01059000	2000-05-18	18600	A
USGS	01059000	2000-05-19	17200	A
USGS	01059000	2000-05-20	17800	A
USGS	01059000	2000-05-21	14500	A
USGS	01059000	2000-05-22	13300	A
USGS	01059000	2000-05-23	12800	A
USGS	01059000	2000-05-24	11600	A
USGS	01059000	2000-05-25	11700	A
USGS	01059000	2000-05-26	12100	A
USGS	01059000	2000-05-27	11800	A
USGS	01059000	2000-05-28	10700	A
USGS	01059000	2000-05-29	9560	A
USGS	01059000	2000-05-30	9340	A
USGS	01059000	2000-05-31	8120	A
USGS	01059000	2000-06-01	7960	A
USGS	01059000	2000-06-02	6850	A
USGS	01059000	2000-06-03	4890	A
USGS	01059000	2000-06-04	2700	A
USGS	01059000	2000-06-05	4490	A
USGS	01059000	2000-06-06	5440	A
USGS	01059000	2000-06-07	5810	A
USGS	01059000	2000-06-08	4810	A
USGS	01059000	2000-06-09	4490	A
USGS	01059000	2000-06-10	3440	A
USGS	01059000	2000-06-11	3160	A
USGS	01059000	2000-06-12	4470	A
USGS	01059000	2000-06-13	5100	A
USGS	01059000	2000-06-14	5870	A
USGS	01059000	2000-06-15	5840	A
USGS	01059000	2000-06-16	4910	A
USGS	01059000	2000-06-17	4400	A
USGS	01059000	2000-06-18	1990	A
USGS	01059000	2000-06-19	3600	A
USGS	01059000	2000-06-20	3260	A
USGS	01059000	2000-06-21	4040	A
USGS	01059000	2000-06-22	2680	A
USGS	01059000	2000-06-23	2710	A
USGS	01059000	2000-06-24	2290	A
USGS	01059000	2000-06-25	2260	A
USGS	01059000	2000-06-26	3560	A
USGS	01059000	2000-06-27	2990	A
USGS	01059000	2000-06-28	2680	A
USGS	01059000	2000-06-29	3310	A
USGS	01059000	2000-06-30	3400	A
USGS	01059000	2000-07-01	1910	A
USGS	01059000	2000-07-02	2100	A
USGS	01059000	2000-07-03	3430	A
USGS	01059000	2000-07-04	2360	A
USGS	01059000	2000-07-05	4140	A
USGS	01059000	2000-07-06	3630	A
USGS	01059000	2000-07-07	3090	A
USGS	01059000	2000-07-08	1740	A
USGS	01059000	2000-07-09	2120	A
USGS	01059000	2000-07-10	3200	A
USGS	01059000	2000-07-11	2970	A
USGS	01059000	2000-07-12	3280	A
USGS	01059000	2000-07-13	3290	A
USGS	01059000	2000-07-14	2230	A
USGS	01059000	2000-07-15	1740	A
USGS	01059000	2000-07-16	2630	A
USGS	01059000	2000-07-17	5750	A
USGS	01059000	2000-07-18	7610	A
USGS	01059000	2000-07-19	6500	A
USGS	01059000	2000-07-20	7180	A
USGS	01059000	2000-07-21	6010	A
USGS	01059000	2000-07-22	4110	A
USGS	01059000	2000-07-23	3260	A
USGS	01059000	2000-07-24	3780	A
USGS	01059000	2000-07-25	3520	A
USGS	01059000	2000-07-26	3160	A
USGS	01059000	2000-07-27	3670	A
USGS	01059000	2000-07-28	3490	A
USGS	01059000	2000-07-29	2410	A
USGS	01059000	2000-07-30	2010	A
USGS	01059000	2000-07-31	3330	A
USGS	01059000	2000-08-01	3040	A
USGS	01059000	2000-08-02	2840	A
USGS	01059000	2000-08-03	3980	A
USGS	01059000	2000-08-04	3640	A
USGS	01059000	2000-08-05	2070	A
USGS	01059000	2000-08-06	2090	A
USGS	01059000	2000-08-07	3310	A
USGS	01059000	2000-08-08	3160	A
USGS	01059000	2000-08-09	2970	A
USGS	01059000	2000-08-10	3760	A
USGS	01059000	2000-08-11	1710	A
USGS	01059000	2000-08-12	2450	A
USGS	01059000	2000-08-13	2600	A
USGS	01059000	2000-08-14	3440	A
USGS	01059000	2000-08-15	4110	A
USGS	01059000	2000-08-16	4890	A
USGS	01059000	2000-08-17	4560	A
USGS	01059000	2000-08-18	4120	A
USGS	01059000	2000-08-19	2490	A
USGS	01059000	2000-08-20	1870	A
USGS	01059000	2000-08-21	3350	A
USGS	01059000	2000-08-22	2330	A
USGS	01059000	2000-08-23	2280	A
USGS	01059000	2000-08-24	2930	A
USGS	01059000	2000-08-25	2080	A
USGS	01059000	2000-08-26	1790	A
USGS	01059000	2000-08-27	1770	A
USGS	01059000	2000-08-28	2650	A
USGS	01059000	2000-08-29	2640	A
USGS	01059000	2000-08-30	2330	A
USGS	01059000	2000-08-31	2250	A
USGS	01059000	2000-09-01	2650	A
USGS	01059000	2000-09-02	1860	A
USGS	01059000	2000-09-03	1840	A
USGS	01059000	2000-09-04	2760	A
USGS	01059000	2000-09-05	2640	A
USGS	01059000	2000-09-06	2890	A
USGS	01059000	2000-09-07	2380	A
USGS	01059000	2000-09-08	2870	A
USGS	01059000	2000-09-09	2100	A
USGS	01059000	2000-09-10	1780	A
USGS	01059000	2000-09-11	2160	A
USGS	01059000	2000-09-12	2140	A
USGS	01059000	2000-09-13	2360	A
USGS	01059000	2000-09-14	2460	A
USGS	01059000	2000-09-15	2370	A
USGS	01059000	2000-09-16	1980	A
USGS	01059000	2000-09-17	3950	A
USGS	01059000	2000-09-18	3680	A
USGS	01059000	2000-09-19	3120	A
USGS	01059000	2000-09-20	2850	A
USGS	01059000	2000-09-21	2690	A
USGS	01059000	2000-09-22	2510	A
USGS	01059000	2000-09-23	1860	A
USGS	01059000	2000-09-24	1860	A
USGS	01059000	2000-09-25	2700	A
USGS	01059000	2000-09-26	2670	A
USGS	01059000	2000-09-27	2210	A
USGS	01059000	2000-09-28	1880	A
USGS	01059000	2000-09-29	2110	A
USGS	01059000	2000-09-30	1860	A
USGS	01059000	2000-10-01	1710	A
USGS	01059000	2000-10-02	2210	A
USGS	01059000	2000-10-03	2300	A
USGS	01059000	2000-10-04	2280	A
USGS	01059000	2000-10-05	2230	A
USGS	01059000	2000-10-06	2640	A
USGS	01059000	2000-10-07	2810	A
USGS	01059000	2000-10-08	2920	A
USGS	01059000	2000-10-09	3190	A
USGS	01059000	2000-10-10	2680	A
USGS	01059000	2000-10-11	2320	A
USGS	01059000	2000-10-12	2480	A
USGS	01059000	2000-10-13	2500	A
USGS	01059000	2000-10-14	2040	A
USGS	01059000	2000-10-15	2110	A
USGS	01059000	2000-10-16	2520	A
USGS	01059000	2000-10-17	2360	A
USGS	01059000	2000-10-18	2670	A
USGS	01059000	2000-10-19	3140	A
USGS	01059000	2000-10-20	3750	A
USGS	01059000	2000-10-21	4200	A
USGS	01059000	2000-10-22	3360	A
USGS	01059000	2000-10-23	3190	A
USGS	01059000	2000-10-24	2380	A
USGS	01059000	2000-10-25	1980	A
USGS	01059000	2000-10-26	2910	A
USGS	01059000	2000-10-27	1920	A
USGS	01059000	2000-10-28	1880	A
USGS	01059000	2000-10-29	1850	A
USGS	01059000	2000-10-30	2560	A
USGS	01059000	2000-10-31	3270	A
USGS	01059000	2000-11-01	2610	A
USGS	01059000	2000-11-02	3020	A
USGS	01059000	2000-11-03	3650	A
USGS	01059000	2000-11-04	2950	A
USGS	01059000	2000-11-05	2150	A
USGS	01059000	2000-11-06	3450	A
USGS	01059000	2000-11-07	4570	A
USGS	01059000	2000-11-08	4870	A
USGS	01059000	2000-11-09	4350	A
USGS	01059000	2000-11-10	3650	A
USGS	01059000	2000-11-11	3070	A
USGS	01059000	2000-11-12	5240	A
USGS	01059000	2000-11-13	3760	A
USGS	01059000	2000-11-14	4900	A
USGS	01059000	2000-11-15	5780	A
USGS	01059000	2000-11-16	5690	A
USGS	01059000	2000-11-17	6070	A
USGS	01059000	2000-11-18	5400	A
USGS	01059000	2000-11-19	5630	A
USGS	01059000	2000-11-20	5010	A
USGS	01059000	2000-11-21	3480	A
USGS	01059000	2000-11-22	2840	A
USGS	01059000	2000-11-23	2370	A
USGS	01059000	2000-11-24	2750	A
USGS	01059000	2000-11-25	2700	A
USGS	01059000	2000-11-26	2750	A
USGS	01059000	2000-11-27	4560	A
USGS	01059000	2000-11-28	4140	A
USGS	01059000	2000-11-29	3890	A
USGS	01059000	2000-11-30	4530	A
USGS	01059000	2000-12-01	3960	A
USGS	01059000	2000-12-02	3780	A
USGS	01059000	2000-12-03	3760	A
USGS	01059000	2000-12-04	3360	A
USGS	01059000	2000-12-05	2520	A
USGS	01059000	2000-12-06	2050	A
USGS	01059000	2000-12-07	3490	A
USGS	01059000	2000-12-08	3390	A
USGS	01059000	2000-12-09	2110	A
USGS	01059000	2000-12-10	1980	A
USGS	01059000	2000-12-11	1960	A
USGS	01059000	2000-12-12	2170	A
USGS	01059000	2000-12-13	2700	A
USGS	01059000	2000-12-14	3290	A
USGS	01059000	2000-12-15	2380	A
USGS	01059000	2000-12-16	2740	A
USGS	01059000	2000-12-17	3670	A
USGS	01059000	2000-12-18	22300	A
USGS	01059000	2000-12-19	28800	A
USGS	01059000	2000-12-20	16600	A
USGS	01059000	2000-12-21	9580	A
USGS	01059000	2000-12-22	7280	A
USGS	01059000	2000-12-23	6920	A
USGS	01059000	2000-12-24	5350	A
USGS	01059000	2000-12-25	3570	A
USGS	01059000	2000-12-26	5210	A
USGS	01059000	2000-12-27	3980	A
USGS	01059000	2000-12-28	3260	A
USGS	01059000	2000-12-29	3100	A
USGS	01059000	2000-12-30	4250	A
USGS	01059000	2000-12-31	4040	A
USGS	01059000	2001-01-01	4050	A
USGS	01059000	2001-01-02	3760	A
USGS	01059000	2001-01-03	4040	A
USGS	01059000	2001-01-04	3570	A
USGS	01059000	2001-01-05	3610	A
USGS	01059000	2001-01-06	3800	A
USGS	01059000	2001-01-07	4060	A
USGS	01059000	2001-01-08	3490	A
USGS	01059000	2001-01-09	3640	A
USGS	01059000	2001-01-10	4280	A
USGS	01059000	2001-01-11	3520	A
USGS	01059000	2001-01-12	3270	A
USGS	01059000	2001-01-13	2890	A
USGS	01059000	2001-01-14	2820	A
USGS	01059000	2001-01-15	3340	A
USGS	01059000	2001-01-16	3300	A
USGS	01059000	2001-01-17	2490	A
USGS	01059000	2001-01-18	2830	A
USGS	01059000	2001-01-19	3860	A
USGS	01059000	2001-01-20	3600	A
USGS	01059000	2001-01-21	3590	A
USGS	01059000	2001-01-22	3440	A
USGS	01059000	2001-01-23	3480	A
USGS	01059000	2001-01-24	3650	A
USGS	01059000	2001-01-25	3390	A
USGS	01059000	2001-01-26	3360	A
USGS	01059000	2001-01-27	2690	A
USGS	01059000	2001-01-28	2410	A
USGS	01059000	2001-01-29	3200	A
USGS	01059000	2001-01-30	3540	A
USGS	01059000	2001-01-31	3750	A
USGS	01059000	2001-02-01	2590	A
USGS	01059000	2001-02-02	2540	A
USGS	01059000	2001-02-03	2520	A
USGS	01059000	2001-02-04	2680	A
USGS	01059000	2001-02-05	2920	A
USGS	01059000	2001-02-06	2970	A
USGS	01059000	2001-02-07	2990	A
USGS	01059000	2001-02-08	2980	A
USGS	01059000	2001-02-09	3000	A
USGS	01059000	2001-02-10	3410	A
USGS	01059000	2001-02-11	3380	A
USGS	01059000	2001-02-12	3500	A
USGS	01059000	2001-02-13	2810	A
USGS	01059000	2001-02-14	3140	A
USGS	01059000	2001-02-15	3140	A
USGS	01059000	2001-02-16	3030	A
USGS	01059000	2001-02-17	3190	A
USGS	01059000	2001-02-18	4310	A
USGS	01059000	2001-02-19	4130	A
USGS	01059000	2001-02-20	4010	A
USGS	01059000	2001-02-21	2630	A
USGS	01059000	2001-02-22	2800	A
USGS	01059000	2001-02-23	2980	A
USGS	01059000	2001-02-24	3100	A
USGS	01059000	2001-02-25	3130	A
USGS	01059000	2001-02-26	3040	A
USGS	01059000	2001-02-27	3070	A
USGS	01059000	2001-02-28	3090	A
USGS	01059000	2001-03-01	3440	A
USGS	01059000	2001-03-02	3430	A
USGS	01059000	2001-03-03	3300	A
USGS	01059000	2001-03-04	3290	A
USGS	01059000	2001-03-05	3360	A
USGS	01059000	2001-03-06	3020	A
USGS	01059000	2001-03-07	3010	A
USGS	01059000	2001-03-08	3250	A
USGS	01059000	2001-03-09	4000	A
USGS	01059000	2001-03-10	3880	A
USGS	01059000	2001-03-11	3980	A
USGS	01059000	2001-03-12	4540	A
USGS	01059000	2001-03-13	3860	A
USGS	01059000	2001-03-14	3970	A
USGS	01059000	2001-03-15	3510	A
USGS	01059000	2001-03-16	3090	A
USGS	01059000	2001-03-17	3200	A
USGS	01059000	2001-03-18	3150	A
USGS	01059000	2001-03-19	3110	A
USGS	01059000	2001-03-20	4010	A
USGS	01059000	2001-03-21	5810	A
USGS	01059000	2001-03-22	6310	A
USGS	01059000	2001-03-23	6250	A
USGS	01059000	2001-03-24	5450	A
USGS	01059000	2001-03-25	4440	A
USGS	01059000	2001-03-26	4440	A
USGS	01059000	2001-03-27	4510	A
USGS	01059000	2001-03-28	4430	A
USGS	01059000	2001-03-29	5050	A
USGS	01059000	2001-03-30	5130	A
USGS	01059000	2001-03-31	3590	A
USGS	01059000	2001-04-01	3750	A
USGS	01059000	2001-04-02	3760	A
USGS	01059000	2001-04-03	3510	A
USGS	01059000	2001-04-04	3710	A
USGS	01059000	2001-04-05	3930	A
USGS	01059000	2001-04-06	4320	A
USGS	01059000	2001-04-07	4340	A
USGS	01059000	2001-04-08	5780	A
USGS	01059000	2001-04-09	6480	A
USGS	01059000	2001-04-10	7420	A
USGS	01059000	2001-04-11	7860	A
USGS	01059000	2001-04-12	10400	A
USGS	01059000	2001-04-13	14100	A
USGS	01059000	2001-04-14	19300	A
USGS	01059000	2001-04-15	20400	A
USGS	01059000	2001-04-16	19000	A
USGS	01059000	2001-04-17	18500	A
USGS	01059000	2001-04-18	19300	A
USGS	01059000	2001-04-19	16400	A
USGS	01059000	2001-04-20	15400	A
USGS	01059000	2001-04-21	15300	A
USGS	01059000	2001-04-22	20300	A
USGS	01059000	2001-04-23	32400	A
USGS	01059000	2001-04-24	39200	A
USGS	01059000	2001-04-25	41800	A
USGS	01059000	2001-04-26	40700	A
USGS	01059000	2001-04-27	33900	A
USGS	01059000	2001-04-28	29200	A
USGS	01059000	2001-04-29	25200	A
USGS	01059000	2001-04-30	21000	A
USGS	01059000	2001-05-01	18500	A
USGS	01059000	2001-05-02	21100	A
USGS	01059000	2001-05-03	23200	A
USGS	01059000	2001-05-04	22700	A
USGS	01059000	2001-05-05	20400	A
USGS	01059000	2001-05-06	16400	A
USGS	01059000	2001-05-07	13300	A
USGS	01059000	2001-05-08	11600	A
USGS	01059000	2001-05-09	10800	A
USGS	01059000	2001-05-10	8780	A
USGS	01059000	2001-05-11	6500	A
USGS	01059000	2001-05-12	6420	A
USGS	01059000	2001-05-13	6350	A
USGS	01059000	2001-05-14	6440	A
USGS	01059000	2001-05-15	4810	A
USGS	01059000	2001-05-16	5550	A
USGS	01059000	2001-05-17	5500	A
USGS	01059000	2001-05-18	4620	A
USGS	01059000	2001-05-19	4110	A
USGS	01059000	2001-05-20	4230	A
USGS	01059000	2001-05-21	5480	A
USGS	01059000	2001-05-22	5500	A
USGS	01059000	2001-05-23	5440	A
USGS	01059000	2001-05-24	3530	A
USGS	01059000	2001-05-25	4750	A
USGS	01059000	2001-05-26	3650	A
USGS	01059000	2001-05-27	3590	A
USGS	01059000	2001-05-28	3520	A
USGS	01059000	2001-05-29	4580	A
USGS	01059000	2001-05-30	5930	A
USGS	01059000	2001-05-31	5480	A
USGS	01059000	2001-06-01	5000	A
USGS	01059000	2001-06-02	4950	A
USGS	01059000	2001-06-03	7530	A
USGS	01059000	2001-06-04	17200	A
USGS	01059000	2001-06-05	14300	A
USGS	01059000	2001-06-06	11500	A
USGS	01059000	2001-06-07	9520	A
USGS	01059000	2001-06-08	6860	A
USGS	01059000	2001-06-09	5990	A
USGS	01059000	2001-06-10	5830	A
USGS	01059000	2001-06-11	5620	A
USGS	01059000	2001-06-12	2790	A
USGS	01059000	2001-06-13	3350	A
USGS	01059000	2001-06-14	4100	A
USGS	01059000	2001-06-15	4110	A
USGS	01059000	2001-06-16	2770	A
USGS	01059000	2001-06-17	1880	A
USGS	01059000	2001-06-18	3140	A
USGS	01059000	2001-06-19	2870	A
USGS	01059000	2001-06-20	3190	A
USGS	01059000	2001-06-21	3450	A
USGS	01059000	2001-06-22	3470	A
USGS	01059000	2001-06-23	2950	A
USGS	01059000	2001-06-24	2870	A
USGS	01059000	2001-06-25	3430	A
USGS	01059000	2001-06-26	3680	A
USGS	01059000	2001-06-27	4050	A
USGS	01059000	2001-06-28	4010	A
USGS	01059000	2001-06-29	3960	A
USGS	01059000	2001-06-30	1780	A
USGS	01059000	2001-07-01	1820	A
USGS	01059000	2001-07-02	1950	A
USGS	01059000	2001-07-03	3320	A
USGS	01059000	2001-07-04	1770	A
USGS	01059000	2001-07-05	2640	A
USGS	01059000	2001-07-06	3570	A
USGS	01059000	2001-07-07	2130	A
USGS	01059000	2001-07-08	1820	A
USGS	01059000	2001-07-09	2960	A
USGS	01059000	2001-07-10	3170	A
USGS	01059000	2001-07-11	4300	A
USGS	01059000	2001-07-12	5170	A
USGS	01059000	2001-07-13	4710	A
USGS	01059000	2001-07-14	4940	A
USGS	01059000	2001-07-15	3220	A
USGS	01059000	2001-07-16	3420	A
USGS	01059000	2001-07-17	3910	A
USGS	01059000	2001-07-18	3030	A
USGS	01059000	2001-07-19	2940	A
USGS	01059000	2001-07-20	2530	A
USGS	01059000	2001-07-21	2130	A
USGS	01059000	2001-07-22	2680	A
USGS	01059000	2001-07-23	3030	A
USGS	01059000	2001-07-24	2800	A
USGS	01059000	2001-07-25	2770	A
USGS	01059000	2001-07-26	1870	A
USGS	01059000	2001-07-27	1840	A
USGS	01059000	2001-07-28	2420	A
USGS	01059000	2001-07-29	2260	A
USGS	01059000	2001-07-30	2370	A
USGS	01059000	2001-07-31	1830	A
USGS	01059000	2001-08-01	1800	A
USGS	01059000	2001-08-02	2730	A
USGS	01059000	2001-08-03	2780	A
USGS	01059000	2001-08-04	1670	A
USGS	01059000	2001-08-05	1660	A
USGS	01059000	2001-08-06	2700	A
USGS	01059000	2001-08-07	2480	A
USGS	01059000	2001-08-08	2410	A
USGS	01059000	2001-08-09	3100	A
USGS	01059000	2001-08-10	2810	A
USGS	01059000	2001-08-11	1640	A
USGS	01059000	2001-08-12	1650	A
USGS	01059000	2001-08-13	1700	A
USGS	01059000	2001-08-14	1650	A
USGS	01059000	2001-08-15	1830	A
USGS	01059000	2001-08-16	1830	A
USGS	01059000	2001-08-17	1840	A
USGS	01059000	2001-08-18	1690	A
USGS	01059000	2001-08-19	1860	A
USGS	01059000	2001-08-20	2390	A
USGS	01059000	2001-08-21	2380	A
USGS	01059000	2001-08-22	2760	A
USGS	01059000	2001-08-23	2580	A
USGS	01059000	2001-08-24	1860	A
USGS	01059000	2001-08-25	1620	A
USGS	01059000	2001-08-26	1620	A
USGS	01059000	2001-08-27	1850	A
USGS	01059000	2001-08-28	1610	A
USGS	01059000	2001-08-29	1620	A
USGS	01059000	2001-08-30	1640	A
USGS	01059000	2001-08-31	1610	A
USGS	01059000	2001-09-01	1660	A
USGS	01059000	2001-09-02	1620	A
USGS	01059000	2001-09-03	1610	A
USGS	01059000	2001-09-04	1850	A
USGS	01059000	2001-09-05	2450	A
USGS	01059000	2001-09-06	2010	A
USGS	01059000	2001-09-07	1980	A
USGS	01059000	2001-09-08	1620	A
USGS	01059000	2001-09-09	1630	A
USGS	01059000	2001-09-10	1680	A
USGS	01059000	2001-09-11	1610	A
USGS	01059000	2001-09-12	1630	A
USGS	01059000	2001-09-13	1630	A
USGS	01059000	2001-09-14	1640	A
USGS	01059000	2001-09-15	1610	A
USGS	01059000	2001-09-16	1600	A
USGS	01059000	2001-09-17	1650	A
USGS	01059000	2001-09-18	1650	A
USGS	01059000	2001-09-19	1640	A
USGS	01059000	2001-09-20	1450	A
USGS	01059000	2001-09-21	1700	A
USGS	01059000	2001-09-22	1630	A
USGS	01059000	2001-09-23	1620	A
USGS	01059000	2001-09-24	1860	A
USGS	01059000	2001-09-25	2790	A
USGS	01059000	2001-09-26	2400	A
USGS	01059000	2001-09-27	3240	A
USGS	01059000	2001-09-28	3140	A
USGS	01059000	2001-09-29	2120	A
USGS	01059000	2001-09-30	1850	A
USGS	01059000	2001-10-01	2220	A
USGS	01059000	2001-10-02	3160	A
USGS	01059000	2001-10-03	1990	A
USGS	01059000	2001-10-04	1670	A
USGS	01059000	2001-10-05	1640	A
USGS	01059000	2001-10-06	1650	A
USGS	01059000	2001-10-07	1630	A
USGS	01059000	2001-10-08	1660	A
